,filename,location,name,release_date,overview,genre,vote_average,vote_count,popularity,cast_top5,trailer,poster,director,runtime
43,RATATOUILLE.mp4,D:/Movies,RATATOUILLE,2007-06-28,"Remy, a resident of Paris, has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, Remy finds himself ideally placed to realize his dream. He forms an unusual alliance with the restaurants rookie employee, and together they work through challenges stemming from Head Chef Skinner, Remy’s colony, and renowned food critic Anton Ego, who strikes fear in the hearts of chefs all throughout France.","Animation, Comedy, Family, Fantasy",7.835,18121,15.4893,"Patton Oswalt as Remy (voice)
Ian Holm as Skinner (voice)
Lou Romano as Linguini (voice)
Brian Dennehy as Django (voice)
Peter Sohn as Emile (voice)
",No trailer available,https://image.tmdb.org/t/p/w154/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,Brad Bird,111 min
44,A Christmas Carol.avi,D:/Movies,A Christmas Carol,2009-11-04,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","Animation, Family, Fantasy, Drama",6.905,4839,4.4553,"Jim Carrey as Scrooge / Ghosts of Christmas (voice)
Gary Oldman as Bob Cratchit / Marley / Tiny Tim (voice)
Colin Firth as Fred (voice)
Robin Wright as Fan / Belle (voice)
Cary Elwes as Portly Gentleman / Dick Wilkins / Fiddler / Business Man (voice)
",https://youtu.be/HqK7ETwEE94,https://image.tmdb.org/t/p/w154/xNwlAIdx1Ln28GRiQttUP9Gojy2.jpg,Robert Zemeckis,96 min
45,Eat Pray Love.avi,D:/Movies,Eat Pray Love,2010-08-12,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.","Drama, Romance",6.248,2579,3.3251,"Julia Roberts as Elizabeth 'Liz' Gilbert
Javier Bardem as Felipe
James Franco as David
Billy Crudup as Steven
Richard Jenkins as Richard
",https://youtu.be/mjay5vgIwt4,https://image.tmdb.org/t/p/w154/nPLoZSLqUeQV37Brm71cRQTVUuY.jpg,Ryan Murphy,133 min
46,Get Him to the Greek.avi,D:/Movies,Get Him to the Greek,2010-06-03,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.","Adventure, Comedy, Music",5.982,1881,1.7905,"Jonah Hill as Aaron Green
Russell Brand as Aldous Snow
Rose Byrne as Jackie Q
Elisabeth Moss as Daphne Binks
Tyler McKinney as African Child in Video
",https://youtu.be/PQDb6-W0Grs,https://image.tmdb.org/t/p/w154/6g0li87w8LIK77QRUtOkQkM6bD7.jpg,Nicholas Stoller,109 min
47,Green Zone.avi,D:/Movies,Green Zone,2010-03-11,"During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.","War, Action, Adventure, Drama, Thriller",6.485,2322,7.6325,"Matt Damon as Roy Miller
Greg Kinnear as Clark Poundstone
Brendan Gleeson as Martin Brown
Amy Ryan as Lawrie Dayne
Khalid Abdalla as Freddy
",https://youtu.be/e3KJ21TLKVE,https://image.tmdb.org/t/p/w154/czFIaeukSxNEccysQeys1PCkuOG.jpg,Paul Greengrass,115 min
48,Invictus.avi,D:/Movies,Invictus,2009-12-11,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby union team as they make their historic run to the 1995 Rugby World Cup Championship match.","Drama, History",7.18,4276,5.7849,"Morgan Freeman as Nelson Mandela
Matt Damon as Francois Pienaar
Tony Kgoroge as Jason Tshabalala
Patrick Mofokeng as Linga Moonsamy
Matt Stern as Hendrick Booyens
",https://youtu.be/kKLDqC0rLIY,https://image.tmdb.org/t/p/w154/runuhBAAX7PmdjGhqRKCyl4bh7z.jpg,Clint Eastwood,134 min
49,Inception.avi,D:/Movies,Inception,2010-07-15,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure",8.37,38586,27.4369,"Leonardo DiCaprio as Dom Cobb
Joseph Gordon-Levitt as Arthur
Ken Watanabe as Saito
Tom Hardy as Eames
Elliot Page as Ariadne
",https://youtu.be/Jvurpf91omw,https://image.tmdb.org/t/p/w154/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,Christopher Nolan,148 min
50,Elvis And Anabelle.avi,D:/Movies,Elvis And Anabelle,2007-03-10,A small-town beauty queen and an unlicensed mortician set out across the Texas plains on a journey of self-discovery.,"Drama, Romance",6.8,98,5.5287,"Blake Lively as Annabelle Leigh
Max Minghella as Elvis Moreau
Joe Mantegna as Charlie Moreau
Mary Steenburgen as Geneva Leigh
Keith Carradine as Jimmy
",https://youtu.be/-11tP8-hnjE,https://image.tmdb.org/t/p/w154/eYucJWWJiTQVDwwbjhHIu1aDp5C.jpg,Will Geiger,106 min
51,From Paris With Love.avi,D:/Movies,From Paris With Love,2010-02-04,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.","Action, Crime, Thriller",6.353,2226,6.3102,"John Travolta as Charlie Wax
Jonathan Rhys Meyers as James Reece
Kasia Smutniak as Caroline
Richard Durden as Ambassador Bennington
Bing Yin as M. Wong
",https://youtu.be/-jAbatBqqSc,https://image.tmdb.org/t/p/w154/2nD0RAWVOccomLp1iToVJn6KC2a.jpg,Pierre Morel,92 min
52,Furry Vengeance.avi,D:/Movies,Furry Vengeance,2010-04-30,"When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?","Family, Comedy",5.029,633,1.3385,"Brendan Fraser as Dan Sanders
Brooke Shields as Tammy Sanders
Ken Jeong as Neal Lyman
Matt Prokop as Tyler Sanders
Angela Kinsey as Felder
",https://youtu.be/FQAx4_So3UE,https://image.tmdb.org/t/p/w154/604qqquWBgFy34jLhHLtebFPQy6.jpg,Roger Kumble,92 min
53,How To Make Love To A Woman.avi,D:/Movies,How To Make Love To A Woman,2010-07-13,"When Andy hears his girlfriend Lauren sigh after sex, he panics. But even with the help of his friends, porn stars and tantric experts, he continues to stumble in the bedroom, finally realizing that in order to give Lauren the 'O' word, he first needs to say the 'L' word. Starring Josh Meyers, Krysten Ritter, Ian Somerhalder, Jenna Jameson and Ken Jeong.","Comedy, Romance",4.3,52,0.8061,"Josh Meyers as Andy Conners
Krysten Ritter as Lauren
Jenna Jameson as Jenna Jameson
Ian Somerhalder as Daniel
James Hong as Sifu
",https://youtu.be/qC4gPYIMyhI,https://image.tmdb.org/t/p/w154/A3LppVfwslUokTyETpclKwGAXSM.jpg,Scott Culver,91 min
54,HYPE!.avi,D:/Movies,HYPE!,1996-11-08,"This documentary examines the Seattle scene as it became the focus of a merging of punk rock, heavy metal, and innovation. Building from the grass roots, self-promoted and self-recorded until break-out success of bands like Nirvana brought the record industry to the Pacific Northwest, a phenomenon was born.","Documentary, Music",7.4,56,0.5193,"Jeff Ament as Self
Mark Arm as Self
Kurt Cobain as Self (archive footage)
Chris Cornell as Self
Dale Crover as 
",https://youtu.be/qC4gPYIMyhI,https://image.tmdb.org/t/p/w154/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg,Doug Pray,84 min
55,I Can Do Bad All By Myself.avi,D:/Movies,I Can Do Bad All By Myself,2009-09-11,"When Madea catches teenage Jennifer and her two younger brothers looting her home, she decides to take matters into her own hands and delivers the young delinquents to the only relative they have: their aunt April. A heavy-drinking nightclub singer who lives off of her married boyfriend, April wants nothing to do with the kids.","Drama, Comedy",6.236,140,0.7681,"Tyler Perry as Madea
Taraji P. Henson as April
Adam Rodriguez as Sandio
Mary J. Blige as Tanya
Gladys Knight as Wilma
",https://youtu.be/nkUvBCW-tS4,https://image.tmdb.org/t/p/w154/kl8RNyG7jokw2pTLJNwkPhsBAL9.jpg,Tyler Perry,113 min
56,Jennifer's Body.avi,D:/Movies,Jennifer's Body,2009-09-18,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.","Horror, Comedy",5.987,4122,9.0332,"Megan Fox as Jennifer
Amanda Seyfried as Needy
Johnny Simmons as Chip
Adam Brody as Nikolai
Sal Cortez as Chas
",https://youtu.be/C8azftM5puI,https://image.tmdb.org/t/p/w154/wrkjsGcFJxcQqR56kJUYAEKKg2T.jpg,Karyn Kusama,107 min
57,Jonah Hex.avi,D:/Movies,Jonah Hex,2010-06-18,"Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slew his wife and child.","Action, Western, Drama, Fantasy, Thriller",4.958,1514,2.4905,"Josh Brolin as Jonah Hex
John Malkovich as Turnbull
Megan Fox as Leila
Michael Fassbender as Burke
Will Arnett as Lieutenant Grass
",https://youtu.be/3Ppqbnhp7PI,https://image.tmdb.org/t/p/w154/b1BLIXEe9zzaFvuWdYGoeuhuh75.jpg,Jimmy Hayward,82 min
58,Killers.avi,D:/Movies,Killers,1997-02-09,"The deal is simple. Buy the stolen drugs for almost nothing, sell them and make a bundle. For Ray and the others, it's the deal of their lives. For Heather, the rich girl, it's a ride on the wild side. Deep in the dark, abandoned warehouse, Speed, the dealer, counts the money. Outside, a black Mercedes pulls up...five killers step out. They want their drugs back and they don't want witnesses. Trapped in the warehouse, the horror begins.","Action, Thriller, Horror",2.6,11,3.4706,"Kim Little as Heather
Paul Logan as Nick
Scott Carson as Dan
Erica Ortega as Suki
Christopher Maleki as Ray
",https://youtu.be/Trei2_ES__I,https://image.tmdb.org/t/p/w154/kZosHQGktls3qY31UY2Pl8THiHt.jpg,David Michael Latt,86 min
59,Knight And Day.avi,D:/Movies,Knight And Day,2010-06-15,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.","Action, Comedy",6.229,4792,8.7233,"Tom Cruise as Roy Miller
Cameron Diaz as June Havens
Peter Sarsgaard as Fitzgerald
Viola Davis as CIA Director Isabel George
Jordi Mollà as Antonio Quintana
",https://youtu.be/JGPl86DBNNs,https://image.tmdb.org/t/p/w154/a7JmOBMNj5erYTgt4u1mQgvHItu.jpg,James Mangold,109 min
60,La Dolce Vita [1961].avi,D:/Movies,La Dolce Vita,1960-02-05,"Episodic journey of journalist Marcello who struggles to find his place in the world, torn between the allure of Rome's elite social scene and the stifling domesticity offered by his girlfriend, all the while searching for a way to become a serious writer.","Comedy, Drama",8.049,1997,2.1331,"Marcello Mastroianni as Marcello Rubini
Anita Ekberg as Sylvia
Anouk Aimée as Maddalena
Yvonne Furneaux as Emma
Magali Noël as Fanny
",No trailer available,https://image.tmdb.org/t/p/w154/2KU52apQyvyZuPsqEGMcWb4BKu2.jpg,Federico Fellini,176 min
61,Law Abiding Citizen.avi,D:/Movies,Law Abiding Citizen,2009-10-15,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,"Drama, Crime, Thriller",7.389,5531,10.6232,"Jamie Foxx as Nick Rice
Gerard Butler as Clyde Alexander Shelton
Colm Meaney as Detective Dunnigan
Bruce McGill as Jonas Cantrell
Leslie Bibb as Sarah Lowell
",https://youtu.be/LX6kVRsdXW4,https://image.tmdb.org/t/p/w154/fcEXcip7v0O1ndV4VUdFqJSqbOg.jpg,F. Gary Gray,109 min
62,Legendary.avi,D:/Movies,Legendary,2010-09-09,"A book-smart teenager joins his school's wrestling team as a way to reunite his surviving family members, who split apart after the death of his father, a college wrestling legend, 10 years ago.",Drama,6.532,125,0.8235,"Patricia Clarkson as Sharon
Devon Graye as Cal Chetley
John Cena as Mike Chetley
Madeleine Martin as Luli Stringfellow
Danny Glover as Harry 'Red' Newman
",https://youtu.be/TdLg3jAeDoM,https://image.tmdb.org/t/p/w154/tu3uIbULL54pRXuvobGwDjy780n.jpg,Mel Damski,107 min
63,Letters To Juliet.avi,D:/Movies,Letters To Juliet,2010-05-13,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.","Comedy, Drama, Romance",7.004,2973,3.4207,"Amanda Seyfried as Sophie
Christopher Egan as Charlie
Gael García Bernal as Victor
Vanessa Redgrave as Claire
Franco Nero as Lorenzo
",https://youtu.be/165tXUPESnk,https://image.tmdb.org/t/p/w154/y9DdvY1IRNS2hWLq161hmP2gXn.jpg,Gary Winick,105 min
64,Lottery Ticket.avi,D:/Movies,Lottery Ticket,2010-08-20,Kevin Carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million.,Comedy,5.609,179,3.3097,"Shad Moss as Kevin Carson
Brandon T. Jackson as Benny
Naturi Naughton as Stacie
Loretta Devine as Grandma
Teairra Mari as Nikki Swayze
",https://youtu.be/TBtplgiBm2k,https://image.tmdb.org/t/p/w154/6Eg93S0cMHLMFkeunqpmMkzs10A.jpg,Erik White,99 min
65,MacGruber.avi,D:/Movies,MacGruber,2010-05-21,"Ex-special operative MacGruber is called back into action to take down his archenemy, Dieter Von Cunth, who's in possession of a nuclear warhead and bent on destroying Washington, DC.","Action, Comedy",5.41,592,5.5729,"Will Forte as MacGruber
Kristen Wiig as Vicki
Ryan Phillippe as Piper
Powers Boothe as Colonel Faith
Maya Rudolph as Casey
",No trailer available,https://image.tmdb.org/t/p/w154/4WrSz0dRfq6XwJUQlYvzuhJq8hR.jpg,Jorma Taccone,90 min
66,Machete.avi,D:/Movies,Machete,2010-09-01,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.","Action, Comedy, Thriller",6.338,3472,5.5486,"Danny Trejo as Machete
Michelle Rodriguez as Luz
Jessica Alba as Sartana Rivera
Robert De Niro as Senator John McLaughlin
Steven Seagal as Rogelio Torrez
",https://youtu.be/7fGKttdOWQE,https://image.tmdb.org/t/p/w154/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg,"Robert Rodriguez, Ethan Maniquis",105 min
67,My Girlfriend's Boyfriend.avi,D:/Movies,My Girlfriend's Boyfriend,2010-04-22,"When Ethan arrives at the airport just in time to declare his undying love for his girlfriend, love appears to have conquered all. The scene, however, is really the ending of Ethan's novel, which his agent calls ""unrealistic."" Ethan soon meets a waitress, Jesse, and falls in love with her despite her growing devotion to Troy, a charming businessman. But the line between reality and fiction becomes increasingly blurred.","Romance, Comedy",5.736,129,0.5343,"Alyssa Milano as Jesse Young
Christopher Gorham as Ethan Reed
Michael Landes as Troy Parker
Tom Lenk as David Young
Beau Bridges as Uncle Logan
",https://youtu.be/OC8g9EVe68s,https://image.tmdb.org/t/p/w154/acaRUryllQGzpW7X8OYFeA3XdHs.jpg,Daryn Tufts,84 min
